name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
"Chae Minwoo,Walker Stephen G.","Department of Industrial and Management Engineering, Pohang University of Science and Technology, South Korea,Department of Mathematics, University of Texas at Austin, United States of America","Received 10 December 2019, Accepted 19 March 2020, Available online 2 April 2020, Version of Record 10 April 2020.",https://doi.org/10.1016/j.spl.2020.108771,Cited by (13),"The total variation distance between probability measures cannot be bounded by the Wasserstein metric in general. If we consider sufficiently smooth ====, however, it is possible to bound the total variation by a power of the Wasserstein distance. We provide a sharp upper bound which depends on the Sobolev norms of the densities involved.",None,Wasserstein upper bounds of the total variation for smooth densities,https://www.sciencedirect.com/science/article/pii/S0167715220300742,2 April 2020,2020,Research Article,650.0
Hwang Leng-Cheng,"Department of Statistics, Tunghai University, Taichung, Taiwan, ROC","Received 24 July 2019, Revised 19 March 2020, Accepted 21 March 2020, Available online 2 April 2020, Version of Record 14 April 2020.",https://doi.org/10.1016/j.spl.2020.108773,Cited by (1),Within the framework of ==== with the asymptotically ==== optimal procedures for a large class of the priors. A simulation study is conducted to compare the performances of the proposed two-stage procedure and the asymptotically pointwise optimal procedures.,None,A robust two-stage procedure for the Poisson process under the linear exponential loss function,https://www.sciencedirect.com/science/article/pii/S0167715220300766,2 April 2020,2020,Research Article,651.0
"Guo Junhao,Zhou Jie,Hu Sanfeng","College of Mathematics, Sichuan University, Chengdu, Sichuan 610064, China","Received 7 October 2018, Revised 8 September 2019, Accepted 21 March 2020, Available online 2 April 2020, Version of Record 9 April 2020.",https://doi.org/10.1016/j.spl.2020.108774,Cited by (0),The property of statistical models not depending on the coordinate systems or model parametrization is one main interest of intrinsic inference in ,None,Intrinsic covariance matrix estimation for multivariate elliptical distributions,https://www.sciencedirect.com/science/article/pii/S0167715220300778,2 April 2020,2020,Research Article,652.0
"Mousavinasr S.,Gonçalves C.R.,Dorea C.C.Y.","Departamento de Matemática, Universidade de Brasília, 70910-900, Brasília-DF, Brazil","Received 30 October 2019, Revised 16 March 2020, Accepted 24 March 2020, Available online 1 April 2020, Version of Record 10 April 2020.",https://doi.org/10.1016/j.spl.2020.108776,Cited by (2),In the context of extremes we explore the connection between convergence to Fréchet distribution and Mallows distance. Under the framework of independent and identically distributed (i.i.d.) random variables classical results are derived. When the assumption of i.i.d. is dropped sufficient conditions for Mallows convergence are proposed.,None,Convergence to Fréchet distribution via Mallows distance,https://www.sciencedirect.com/science/article/pii/S0167715220300791,1 April 2020,2020,Research Article,653.0
"Hu Shulan,Wang Ran","School of Statistics and Mathematics, Zhongnan University of Economics and Law, Wuhan, 430073, China,School of Mathematics and Statistics, Wuhan University, Wuhan, 430072, China","Received 18 July 2019, Revised 1 February 2020, Accepted 18 March 2020, Available online 26 March 2020, Version of Record 4 April 2020.",https://doi.org/10.1016/j.spl.2020.108770,Cited by (0),"For one-dimensional stochastic Burgers equation driven by Brownian motion and Poisson process, we study the ====, the moderate deviation principle and the large deviation principle for the occupation measures.",None,Asymptotics of stochastic Burgers equation with jumps,https://www.sciencedirect.com/science/article/pii/S0167715220300730,26 March 2020,2020,Research Article,654.0
Luo Peng,"School of Mathematical Sciences, Shanghai Jiao Tong University, China,Department of Statistics and Actuarial Science, University of Waterloo, Canada","Received 19 November 2019, Revised 26 February 2020, Accepted 14 March 2020, Available online 26 March 2020, Version of Record 8 April 2020.",https://doi.org/10.1016/j.spl.2020.108765,Cited by (1),We consider a time-delayed backward ==== constrained above a given continuous barrier and having an additional resistance term in the generator. Existence and uniqueness results are provided on a small time horizon. We also provide a stability result with respect to the delay measure.,None,Reflected BSDEs with time-delayed generators and nonlinear resistance,https://www.sciencedirect.com/science/article/pii/S0167715220300687,26 March 2020,2020,Research Article,655.0
Ahmadi Jafar,"Department of Statistics, Ferdowsi University of Mashhad, P.O. Box 1159, Mashhad 91775, Iran","Received 19 December 2019, Revised 8 March 2020, Accepted 14 March 2020, Available online 25 March 2020, Version of Record 2 April 2020.",https://doi.org/10.1016/j.spl.2020.108764,Cited by (4),"It is shown that the equality in distributions of upper and lower ====-records from a population with continuous distribution is a characteristic property of symmetric continuous distributions. Some characterization results for symmetric continuous distributions are obtained using moments properties of functions of upper and lower ====-records. Also, spacings of ====-records are established.",None,Characterization results for symmetric continuous distributions based on the properties of ,https://www.sciencedirect.com/science/article/pii/S0167715220300675,25 March 2020,2020,Research Article,656.0
Stover Joseph P.,"Department of Mathematics, Gonzaga University, 502 E Boone Ave, Spokane, WA 99258, United States of America","Received 21 August 2019, Revised 13 March 2020, Accepted 14 March 2020, Available online 24 March 2020, Version of Record 3 April 2020.",https://doi.org/10.1016/j.spl.2020.108763,Cited by (0),A stochastic comparison result that makes progress towards understanding the classical multitype contact process with unequal death rates is given. It has long been conjectured that the particle type with the largest birth to death rate ratio survives and the other dies out. A point process coupling result of Broman (2007) is used to give a sufficient condition for when the dominant particle type survives.,None,A stochastic comparison result for the multitype contact process with unequal death rates,https://www.sciencedirect.com/science/article/pii/S0167715220300663,24 March 2020,2020,Research Article,657.0
"Dai Shuang,Huang Zhensheng","School of Science, Nanjing University of Science and Technology, Nanjing, 210094, Jiangsu, PR China","Received 6 September 2019, Revised 30 December 2019, Accepted 14 March 2020, Available online 23 March 2020, Version of Record 4 April 2020.",https://doi.org/10.1016/j.spl.2020.108766,Cited by (0),"In this paper, we provide a ==== for the covariate-adjusted model where the variables are not directly observed, but are observed after being distorted by unknown functions of a commonly observable ==== of the GLR test statistic. Moreover, we carry out some simulated and real examples to evaluate the performance of the GLR test statistic, and make comparisons with these results obtained by Zhang et al. (2015).",None,Nonparametric inference for covariate-adjusted model,https://www.sciencedirect.com/science/article/pii/S0167715220300699,23 March 2020,2020,Research Article,658.0
Hildebrandt Florian,"Fachbereich Mathematik, Universität Hamburg, Bundesstraße 55, 20146 Hamburg, Germany","Received 10 January 2020, Accepted 29 February 2020, Available online 19 March 2020, Version of Record 27 March 2020.",https://doi.org/10.1016/j.spl.2020.108750,Cited by (6),"Generalizing an idea of Davie and Gaines (2001), we present a method for the simulation of fully discrete samples of the solution to the stochastic heat equation on an interval. We provide a condition for the validity of the approximation, which holds particularly when the number of temporal and spatial observations tends to infinity. Hereby, the quality of the approximation is measured in total variation distance. In a simulation study we calculate temporal and spatial ==== from sample paths generated both via our method and via naive truncation of the Fourier series representation of the process. Hereby, the results provided by our method are more accurate at a considerably lower computational cost.",None,On generating fully discrete samples of the stochastic heat equation on an interval,https://www.sciencedirect.com/science/article/pii/S0167715220300535,19 March 2020,2020,Research Article,659.0
"Zhao Shoujiang,Liu Qiaojing","School of Science, China Three Gorges University, Yichang 443002, PR China,Three Gorges Mathematical Research Center, Yichang 443002, PR China","Received 29 July 2019, Revised 10 December 2019, Accepted 7 March 2020, Available online 18 March 2020, Version of Record 24 March 2020.",https://doi.org/10.1016/j.spl.2020.108753,Cited by (0),We establish the large deviation principle for ,None,A large deviation result for maximum likelihood estimator of non-homogeneous Ornstein–Uhlenbeck processes,https://www.sciencedirect.com/science/article/pii/S0167715220300560,18 March 2020,2020,Research Article,660.0
